token	normalised
uia	uia
uͥtutis	uirtutis
sue	sue
.	.
⁊	et
pauꝑtatẽ	paupertatem
dieꝝ	dierum
m̃oꝝ	meorum
nũciͣ	nuncia
mͥ	michi
Ne	Ne
reuoces	reuoces
me	me
ĩ	in
dimidio	dimidio
dieꝝ	dierum
m̃oꝝ	meorum
ĩ	in
generatõe	generatione
⁊	et
generatõem	generationem
anni	anni
tui	tui
.	.
Initõ	Initio

tu	tu
dñe	domine
t͛ra	terram
fundasti	fundasti
.	.
⁊	et
oꝑa	opera
manuũ	manuum
tuaꝝ	tuarum
s̃	sunt
celi	celi
.	.
Ip̃i	Ipsi
ꝑib̃t	peribunt
tu	tu
aũ	autem
ꝑmanẽs	permanens
.	.
⁊	et
õs	omnes
sicut	sicut
uestim̃tũ	uestimentum
uet͛escent	ueterescent
.	.
Et	Et

sic̃	sicut
oportoriͫ	oportorium
mutab̃	mutabis
eos	eos
⁊	et
mutabũt᷑	mutabuntur
.	.
tu	tu
aũ	autem
idẽ	idem
ip̃e	ipse
es	es
⁊	et
anni	anni
tui	tui
ñ	non
deficient	deficient
.	.
Filii	Filii
s͛uoꝝ	seruorum
tuoꝝ	tuorum
h̃itabunt	habitabunt
.	.
⁊	et
sem̃	semen

eoꝝ	eorum
ĩ	in
scl̃m	seculum
diriget᷑	dirigetur
.	.
Domine	Domine
exaudi	exaudi
oracionẽ	oracionem
meam	meam
:	:
et	et
clamor	clamor
meus	meus
ad	ad
te	te
ueniat	ueniat
Non	Non
auer	auer
tas	tas
faciem	faciem
tuã	tuam
a	a
me	me
:	:
in	in

ossa	ossa
mea	mea
sicut	sicut
cremiũ	cremium
aruerunt	aruerunt
Percussus	Percussus
sum	sum
ut	ut
fenũ	fenum
et	et
aruit	aruit
cor	cor
meũ	meum
:	:
quia	quia
oblitus	oblitus
sum	sum
comedere	comedere
panẽ	panem
meũ	meum
A	A
uoce	uoce
gemitus	gemitus
mei	mei
:	:

adhesit	adhesit
os	os
meũ	meum
carni	carni
mee	mee
Similis	Similis
factus	factus
sum	sum
pellicano	pellicano
solitudinis	solitudinis
:	:
factus	factus
sum	sum
sicut	sicut
nocticorax	nocticorax
in	in
domicilio	domicilio
Uigilaui	Uigilaui
:	:
et	et
factus	factus
sum	sum
sicut	sicut
passer	passer
solitarius	solitarius

ĩ	in
tecto	tecto
Tota	Tota
die	die
exprobrabant	exprobrabant
michi	michi
ĩimici	inimici
mei	mei
:	:
et	et
qui	qui
laudabãt	laudabant
me	me
aduersum	aduersum
me	me
iurabant	iurabant
Quia	Quia
cinerem	cinerem
tamquã	tamquam
panem	panem
manducabã	manducabam
:	:
et	et
poculum	poculum
meum	meum

cum	cum
fletu	fletu
miscebam	miscebam
A	A
facie	facie
ire	ire
et	et
indignationis	indignationis
tue	tue
:	:
	quia
eleuans	eleuans
allisisti	allisisti
me	me
Dies	Dies
mei	mei
sicut	sicut
umbra	umbra
declinauerũt	declinauerunt
:	:
et	et
ego	ego
sicut	sicut
fenũ	fenum
arui	arui

Tu	Tu
autẽ	autem
dñe	domine
in	in
eternũ	eternum
permanes	permanes
:	:
et	et
memoriale	memoriale
tuũ	tuum
in	in
generacione	generacione
et	et
generatione	generationem
Tu	Tu
exurgens	exurgens
misereberis	misereberis
syon	syon
:	:
quia	quia
tempus	tempus
miserendi	miserendi
eius	eius
quia	quia
uenit	uenit

.	.
tempus	tempus
Q̃m	Quoniam
placuerũt	placuerunt
seruis	seruis
tuis	tuis
lapides	lapides
eius	eius
:	:
et	et
terre	terre
eius	eius
miserebũt᷑	miserebuntur
Et	Et
timebũt	timebunt
gentes	gentes
nomẽ	nomen
tuũ	tuum
dñe	domine
:	:
et	et
om̃es	omnes
reges	reges
terre	terre
gloriam	gloriam

tuam	tuam
Quia	Quia
edificauit	edificauit
dñs	dominus
syon	syon
:	:
et	et
uidebitur	uidebitur
in	in
gloria	gloria
sua	sua
Respexit	Respexit
in	in
oracionem	oracionem
humilium	humilium
:	:
et	et
nõ	non
spreuit	spreuit
precem	precem
eoꝝ	eorum
Scribantur	Scribantur
hec	hec
in	in
generacione	generacione

altera	altera
:	:
et	et
ppl̃us	populus
qui	qui
creabitur	creabitur
laudabit	laudabit
dñm	dominum
Quia	Quia
prospexit	prospexit
de	de
excelso	excelso
sancto	sancto
suo	suo
dñs	dominus
de	de
celo	celo
in	in
terrã	terram
aspexit	aspexit
Ut	Ut
audiret	audiret
gemitum	gemitum
compeditoꝝ	compeditorum
:	:

et	et
solueret	solueret
filios	filios
interemptoꝝ	interemptorum
Ut	Ut
annũcient	annuncient
in	in
syon	syon
nomẽ	nomen
dñi	domini
:	:
et	et
laudem	laudem
eius	eius
in	in
iherusalẽ	iherusalem
In	In
cõueniendo	conueniendo
ppl̃os	populos
in	in
unũ	unum
et	et
reges	reges
:	:
ut	ut

seruiant	seruiant
dño	domino
Respondit	Respondit
ei	ei
in	in
uia	uia
uirtutis	uirtutis
sue	sue
:	:
paucitatẽ	paucitatem
dierũ	dierum
meoꝝ	meorum
nũtia	nuntia
michi	michi
Ne	Ne
reuoces	reuoces
me	me
in	in
dimidio	dimidio
dierũ	dierum
meoꝝ	meorum
:	:
in	in
generatione	generatione
et	et

ge	ge
nerationẽ	nerationem
anni	anni
tui	tui
Inicio	Inicio
tu	tu
dñe	domine
terram	terram
fundasti	fundasti
:	:
et	et
opera	opera
manuũ	manuum
tuarũ	tuarum
sũt	sunt
celi	celi
Ipsi	Ipsi
peribũt	peribunt
tu	tu
autẽ	autem
permanes	permanes
:	:
et	et
om̃es	omnes
sicut	sicut

uestimentũ	uestimentum
ueterascent	ueterascent
Et	Et
sicut	sicut
opertoriũ	opertorium
mutabis	mutabis
eos	eos
et	et
mutabunt᷑	mutabuntur
:	:
tu	tu
autẽ	autem
idem	idem
ip̃e	ipse
es	es
et	et
anni	anni
tui	tui
nõ	non
deficient	deficient
Filii	Filii
seruoꝝ	seruorum
tuorũ	tuorum
habitabũt	habitabunt
:	:

et	et
semẽ	semen
eoꝝ	eorum
in	in
seculũ	seculum
dirigetur	dirigetur
Dñe	Domine
exaudi	exaudi
or̃onẽ	orationem
meã	meam
:	:
et	et
clamor	clamor
meus	meus
ad	ad
te	te
uẽiat	ueniat
Nõ	Non
au͛tas	auertas
faciẽ	faciem
tuã	tuam
a	a
me	me
:	:
in	in

quacũq	quacunque
die	die
tribulor	tribulor
inclina	inclina
ad	ad
me	me
aurẽ	aurem
tuã	tuam
.	.
In	In
quacũq	quacunque
die	die
ĩuocauero	inuocauero
te	te
:	:
uelociter	uelociter
exaudi	exaudi
me	me
.	.
Qꝛ	Quia
deffecerũt	deffecerunt
sic̃	sicut
fumus	fumus
dies	dies
mei	mei

:	:
	et
ossa	ossa
mea	mea
sicut	sicut
cremiũ	cremium
aruer̃t	aruerunt
.	.
Percussus	Percussus
sũ	sum
ut	ut
fenũ	fenum
	et
aruit	aruit
cor	cor
meũ	meum
:	:
	quia
oblit᷒	oblitus
sum	sum
comed͛e	comedere
panẽ	panem
meũ	meum
.	.
A	A

fc̃s	factus
sũ	sum
sicut	sicut
passer	passer
:	:
solitarius	solitarius
in	in
tecto	tecto
.	.
Tota	Tota
die	die
exprobrabãt	exprobrabant
michi	michi
ĩimici	inimici
mei	mei
:	:
	et
qui	qui
laudabant	laudabant
me	me
aduersũ	aduersum
me	me
iurabãt	iurabant
:	:
Qꝛ	Quia

cinerẽ	cinerem
tanꝙͣ	tanquam
panẽ	panem
manducabã	manducabam
:	:
	et
potũ	potum
meũ	meum
cũ	cum
flet̃	fletm
miscebã	miscebam
:	:
A	A
facie	facie
ire	ire
et	et
indignationis	indignationis
tue	tue
:	:
	quia
eleuãs	eleuans
allisisti	allisisti
me	me
:	:
Dies	Dies

mei	mei
sic̃	sicut
umbra	umbra
declinauer̃t	declinauerunt
:	:
	et
ego	ego
sicut	sicut
fenũ	fenum
arui	arui
:	:
Tu	Tu
autẽ	autem
dñe	domine
in	in
et͛nũ	eternum
ꝑmanes	permanes
:	:
	et
mẽoriale	memoriale
tuũ	tuum
in	in
gñacõe	generacione
	et
generationẽ	generationem

miserebuntur	miserebuntur
.	.
Et	Et
timebũt	timebunt
gẽtes	gentes
nomen	nomen
tuũ	tuum
dñe	domine
:	:
et	et
õs	omnes
reges	reges
terre	terre
gl̃am	gloriam
tuã	tuam
:	:
Qꝛ	Quia
edificauit	edificauit
dñs	dominus
syon	syon
:	:
	et
videbr̃	videbitur
in	in
gl̃a	gloria

sua	sua
:	:
Respexit	Respexit
in	in
or̃onem	orationem
hũiliũ	humilium
:	:
et	et
nõ	non
spreuit	spreuit
cem	precem
eoꝝ	eorum
Scͥbantur	Scribantur
hec	hec
in	in
generatione	generatione
alt͛a	altera
:	:
	et
ppl̃s	populus
qui	qui
creabitur	creabitur
laudabit	laudabit
dñm	dominum
.	.

Quia	Quia
ꝓspexit	prospexit
de	de
excelso	excelso
sancto	sancto
suo	suo
:	:
dñs	dominus
de	de
celo	celo
in	in
t͛ram	terram
aspexit	aspexit
.	.
Ut	Ut
audiret	audiret
gẽit᷒	gemitus
compeditoꝝ	compeditorum
:	:
ut	ut
solu͛et	solueret
filios	filios
interemptoꝝ	interemptorum
.	.
Ut	Ut

annũciẽt	annuncient
in	in
syon	syon
nomen	nomen
dñi	domini
:	:
	et
laudem	laudem
suam	suam
in	in
iherusalem	iherusalem
.	.
In	In
conuẽiendo	conueniendo
ppl̃os	populos
in	in
unũ	unum
:	:
	et
reges	reges
ut	ut
seruiant	seruiant
dño	domino
.	.
Respondit	Respondit

tui	tui
.	.
Initio	Initio
tu	tu
dñe	domine
t͛rã	terram
fundasti	fundasti
:	:
	et
oꝑa	opera
manuũ	manuum
tuarũ	tuarum
sunt	sunt
Ip̃i	Ipsi
ꝑibũt	peribunt
tu	tu
autẽ	autem
ꝑmanes	permanes
:	:
	et
om̃s	omnes
sicut	sicut
uestimentũ	uestimentum
ueterascent	ueterascent
.	.

Et	Et
sicut	sicut
oꝑtoriũ	opertorium
mutabis	mutabis
eos	eos
et	et
mutabuntur	mutabuntur
:	:
tu	tu
autem	autem
idem	idem
ip̃e	ipse
es	es
et	et
ãni	anni
tui	tui
non	non
defficient	defficient
.	.
Filii	Filii
seruoꝝ	seruorum
tuoꝝ	tuorum
h̃itabunt	habitabunt
:	:
	et

semen	semen
eoꝝ	eorum
in	in
scl̃m	seculum
d͛igetur	dirigetur
.	.
Dñe	Domine
exaudi	exaudi
or̃onem	orationem
meã	meam
	
et	et
clamor	clamor
meus	meus
ad	ad
te	te
veniat	veniat
.	.
Non	Non
au͛tas	auertas
faciẽ	faciem
tuam	tuam
a	a
me	me
	

ĩ	in
quacũq	quacunque
die	die
tribulor	tribulor
inclina	inclina
ad	ad
me	me
aurẽ	aurem
tuam	tuam
.	.
In	In
quacũq	quacunque
die	die
ĩuocauero	inuocauero
te	te
	
uelociter	uelociter
exaudi	exaudi
me	me
.	.
Quia	Quia
deffecerunt	deffecerunt
sicut	sicut
fumus	fumus
dies	dies

A	A
uoce	uoce
gemitus	gemitus
mei	mei
adhesit	adhesit
os	os
meũ	meum
carni	carni
mee	mee
.	.
Silĩs	Similis
fc̃us	factus
sum	sum
pellicano	pellicano
solitudĩs	solitudinis
	
et	et
fc̃us	factus
sum	sum
sicut	sicut
niticorax	niticorax
ĩ	in
domicilio	domicilio
Uigilaui	Uigilaui
et	et

fc̃us	factus
sum	sum
sicut	sicut
passer	passer
solitarius	solitarius
ĩ	in
tecto	tecto
.	.
Tota	Tota
die	die
exprobrabãt	exprobrabant
mͥ	michi
inimici	inimici
mei	mei
	
et	et
qui	qui
laudabãt	laudabant
me	me
adu͛sum	aduersum
me	me
iurabãt	iurabant
Qͥa	Quia
cinerẽ	cinerem
tanquã	tanquam

panẽ	panem
manducabã	manducabam
	
et	et
potum	potum
meũ	meum
cũ	cum
fletu	fletu
miscebã	miscebam
.	.
A	A
facie	facie
ire	ire
indignacõis	indignacionis
tue	tue
	
qͥa	quia
eleuans	eleuans
alixisti	alixisti
me	me
.	.
Dies	Dies
mei	mei
sicut	sicut
umbra	umbra

dñe	domine
misereberis	misereberis
syon	syon
	
	quia
tp̃s	tempus
miserendi	miserendi
ei᷒	eius
quia	quia
uẽit	uenit
temp̃s	tempus
.	.
Q̃m	Quoniam
placuerunt	placuerunt
seruis	seruis
tuis	tuis
lapides	lapides
eius	eius
	
et	et
t͛re	terre
eius	eius
miserebuntur	miserebuntur
.	.
Et	Et

timebunt	timebunt
gentes	gentes
nomen	nomen
tuum	tuum
dñe	domine
	
et	et
õs	omnes
reges	reges
t͛re	terre
gl̃iam	gloriam
tuã	tuam
.	.
Quia	Quia
edificauit	edificauit
dñs	dominus
syon	syon
	
et	et
uidebr̃	uidebitur
in	in
gl̃ia	gloria
sua	sua
Respexit	Respexit
ĩ	in

or̃onem	orationem
hũilium	humilium
	
et	et
non	non
suit	spreuit
cẽ	precem
eoꝝ	eorum
.	.
Scribantur	Scribantur
hec	hec
in	in
generacõe	generacione
altera	altera
et	et
ppl̃us	populus
qui	qui
creabitur	creabitur
laudabit	laudabit
dñm	dominum
.	.
Quia	Quia
prospexit	prospexit
de	de
excelso	excelso

sc̃o	sancto
suo	suo
	
dñs	dominus
de	de
celo	celo
in	in
t͛ram	terram
aspexit	aspexit
.	.
Ut	Ut
audiret	audiret
gemitus	gemitus
compeditoꝝ	compeditorum
	
ut	ut
solu͛et	solueret
filios	filios
int͛emptoꝝ	interemptorum
.	.
Ut	Ut
annũcient	annuncient
in	in
syon	syon
nomẽ	nomen

dñi	domini
	
et	et
laudẽ	laudem
eius	eius
in	in
irl̃m	ierusalem
.	.
In	In
cõueniendo	conueniendo
ppl̃os	populos
in	in
vnũ	vnum
	
et	et
reges	reges
ut	ut
ẜuiant	seruiant
dño	domino
.	.
Respondit	Respondit
ei	ei
in	in
uia	uia
uirtutis	uirtutis

sue	sue
paucitatẽ	paucitatem
dieꝝ	dierum
meoꝝ	meorum
nũcia	nuncia
mͥ	michi
.	.
Ne	Ne
reuoces	reuoces
me	me
in	in
dimidio	dimidio
dierũ	dierum
meoꝝ	meorum
	
in	in
gñacione	generacione
et	et
gñacõe	generacionem
anni	anni
tui	tui
.	.
Inicio	Inicio
tu	tu
dñe	domine

t͛ram	terram
fundasti	fundasti
	
et	et
oꝑa	opera
manuũ	manuum
tuarũ	tuarum
sunt	sunt
celi	celi
.	.
Ip̃i	Ipsi
peribunt	peribunt
tu	tu
aut̃	autem
permanes	permanes
	
et	et
om̃s	omnes
sicut	sicut
uestimentũ	uestimentum
ueterascẽt	ueterascent
.	.
Et	Et
sic̃	sicut
opertoriũ	opertorium

mutab̃	mutabis
eos	eos
et	et
mutabũtur	mutabuntur
tu	tu
autẽ	autem
idem	idem
ip̃e	ipse
es	es
	et
ãni	anni
tui	tui
nõ	non
deficient	deficient
.	.
Filii	Filii
seruorum	seruorum
tuorũ	tuorum
h̃itabunt	habitabunt
	
et	et
semẽ	semen
eorum	eorum
in	in
scl̃m	seculum

dirigetur	dirigetur
.	.
DOmine	DOmine
exaudi	exaudi
or̃one	orationem
meã	meam
:	:
	et
clamor	clamor
m̃s	meus
ad	ad
te	te
ueniat	ueniat
.	.
Non	Non
au͛tas	auertas
faciẽ	faciem
tuã	tuam
a	a
me	me
:	:
ĩ	in
quacũq	quacunque
die	die
tribulor	tribulor

inclina	inclina
ad	ad
me	me
aurem	aurem
tuam	tuam
.	.
In	In
quacũq	quacunque
die	die
ĩuocau͛o	inuocauero
te	te
:	:
uelocit͛	uelociter
exaudi	exaudi
me	me
.	.
Quia	Quia
defecerũt	defecerunt
sic̃	sicut
fum᷒	fumus
dies	dies
mei	mei
:	:
	et
ossa	ossa

mea	mea
sic̃	sicut
cremͥũ	cremͥum
aruerunt	aruerunt
.	.
Percussus	Percussus
sum	sum
ut	ut
fenũ	fenum
	et
aruit	aruit
cor	cor
meũ	meum
:	:
qͥa	quia
oblitus	oblitus
sum	sum
comed͛e	comedere
panẽ	panem
meũ	meum
.	.
A	A
uoce	uoce
gemitus	gemitus
mei	mei

mãducabã	manducabam
:	:
	et
pocl̃m	poculuum
meũ	meum
cum	cum
fletu	fletu
miscebã	miscebam
.	.
A	A
facie	facie
ire	ire
et	et
in	in
dignacõis	dignacionis
tue	tue
:	:
qͥa	quia
eleuans	eleuans
alisisti	alisisti
me	me
.	.
Dies	Dies
mei	mei
sic̃	sicut

umbra	umbra
declinau͛unt	declinauerunt
:	:
	et
ego	ego
sic̃	sicut
fenũ	fenum
arui	arui
.	.
Tu	Tu
aut̃	autem
dñe	domine
in	in
et͛nũ	eternum
ꝑmães	permanes
:	:
	et
mẽoriale	memoriale
tuũ	tuum
ĩ	in
gñacõe	generacione
	et
gñacõe	generacionem
.	.
Tu	Tu

exurgens	exurgens
misereberis	misereberis
syon	syon
:	:
quia	quia
tp̃us	tempus
miserẽdi	miserendi
ei᷒	eius
quia	quia
uenit	uenit
tp̃us	tempus
.	.
Q̃m	Quoniam
placuerũt	placuerunt
seruis	seruis
tuis	tuis
lapides	lapides
eius	eius
:	:
	et
t͛re	terre
eius	eius
miserebuntur	miserebuntur
.	.
Et	Et

timebũt	timebunt
gentes	gentes
nomẽ	nomen
tuũ	tuum
dñe	domine
:	:
	et
ões	omnes
reges	reges
t͛re	terre
gl̃iam	gloriam
tuã	tuam
.	.
Qͥa	Quia
edificabit	edificabit
dñs	dominus
syon	syon
:	:
	et
uidebit᷑	uidebitur
in	in
gl̃ia	gloria
sua	sua
.	.
Respexit	Respexit

de	de
excelso	excelso
sc̃o	sancto
suo	suo
:	:
dñs	dominus
de	de
celo	celo
in	in
t͛ra	terram
aspexͭ	aspexit
.	.
Ut	Ut
audiret	audiret
gemit᷒	gemitus
ꝯpeditoꝝ	conpeditorum
:	:
ut	ut
solueret	solueret
filios	filios
interemptorũ	interemptorum
.	.
Ut	Ut
ãnũcient	annuncient
in	in

syon	syon
nomẽ	nomen
dñi	domini
:	:
	et
laudẽ	laudem
eius	eius
in	in
irl̃m	ierusalem
.	.
In	In
ꝯueniendo	conueniendo
ppl̃os	populos
in	in
unũ	unum
	et
reges	reges
:	:
ut	ut
seruiãt	seruiant
dño	domino
.	.
Respondit	Respondit
ei	ei
ĩ	in

uia	uia
u͛tutis	uirtutis
sue	sue
:	:
paucietatẽ	paucietatem
dieꝝ	dierum
meorũ	meorum
nũcia	nuncia
mͥ	michi
.	.
Ne	Ne
reuoces	reuoces
me	me
ĩ	in
dimidio	dimidio
dieꝝ	dierum
meoꝝ	meorum
.	.
ĩ	in
gñacõe	generacione
	et
gñacõe	generacionem
ãni	anni
tui	tui
.	.

Inicio	Inicio
tu	tu
dñe	domine
t͛ra	terram
fundasti	fundasti
:	:
	et
oꝑa	opera
manuũ	manuum
tuaꝝ	tuarum
sũt	sunt
celi	celi
.	.
Ip̃i	Ipsi
ꝑibũt	peribunt
tu	tu
aut̃	autem
ꝑmães	permanes
:	:
	et
ões	omnes
sic̃	sicut
uestimẽtũ	uestimentum
ueterascẽt	ueterascent
.	.

semẽ	semen
eoꝝ	eorum
in	in
scl̃m	seculum
diriget᷑	dirigetur
.	.
Domine	Domine
exaudi	exaudi
or̃onem	orationem
meam	meam
:	:
⁊	et
clamor	clamor
meus	meus
ad	ad
te	te
ueniat	ueniat
.	.
Nõ	Non
auertas	auertas
faciem	faciem
tuam	tuam
a	a
me	me
:	:

in	in
quacũq	quacumque
die	die
tribulor	tribulor
inclina	inclina
ad	ad
me	me
aurem	aurem
tuam	tuam
In	In
quacumq	quacumque
die	die
inuocauero	inuocauero
te	te
:	:
uelociter	uelociter
exaudi	exaudi
me	me
Quia	Quia
defecerunt	defecerunt
sicut	sicut
fum᷒	fumus
dies	dies
mei	mei
⁊	et

ossa	ossa
mea	mea
sicut	sicut
cremium	cremium
aruerunt	aruerunt
Percussus	Percussus
sum	sum
ut	ut
fenum	fenum
et	et
aruit	aruit
cor	cor
meum	meum
:	:
quia	quia
oblitus	oblitus
sum	sum
comedere	comedere
panem	panem
meum	meum
A	A
voce	voce
gemitus	gemitus
mei	mei
adhesit	adhesit

os	os
meum	meum
carni	carni
mee	mee
Similis	Similis
factus	factus
sum	sum
pellicano	pellicano
solitudinis	solitudinis
:	:
factus	factus
sum	sum
sicut	sicut
niticorax	niticorax
in	in
domicilio	domicilio
Uigilaui	Uigilaui
⁊	et
factus	factus
sum	sum
sicut	sicut
passer	passer
solitarius	solitarius
in	in
tecto	tecto

Nota	Nota
die	die
exprobrabant	exprobrabant
michi	michi
inimici	inimici
mei	mei
:	:
⁊	et
qui	qui
laudabant	laudabant
me	me
aduersum	aduersum
me	me
iurabant	iurabant
Quia	Quia
cinerem	cinerem
tãꝙͣ	tamquam
panem	panem
manducabam	manducabam
⁊	et
poculum	poculum
meum	meum
cum	cum
fletu	fletu
miscebam	miscebam

A	A
facie	facie
ire	ire
indignationis	indignationis
tue	tue
:	:
quia	quia
eleuans	eleuans
allixisti	allixisti
me	me
.	.
Dies	Dies
mei	mei
sicut	sicut
vmbra	vmbra
declinauerunt	declinauerunt
:	:
et	et
.	.
ego	ego
sicut	sicut
fenum	fenum
arui	arui
Tu	Tu
autem	autem

domine	domine
in	in
eternum	eternum
permanes	permanes
:	:
⁊	et
memoriale	memoriale
tuum	tuum
in	in
generatione	generatione
et	et
generationem	generationem
Tu	Tu
exurgens	exurgens
domine	domine
misereberis	misereberis
syon	syon
:	:
quia	quia
tempus	tempus
miserẽdi	miserendi
eius	eius
quia	quia
uenit	uenit
tempus	tempus

Quoniam	Quoniam
placuerunt	placuerunt
seruis	seruis
tuis	tuis
lapides	lapides
eius	eius
:	:
et	et
t͛re	terre
eius	eius
miserebuntur	miserebuntur
Et	Et
timebunt	timebunt
gẽtes	gentes
nomen	nomen
tuum	tuum
domine	domine
⁊	et
omnes	omnes
reges	reges
terre	terre
gloriam	gloriam
tuam	tuam
Quia	Quia
edificauit	edificauit

dominus	dominus
syon	syon
⁊	et
uidebitur	uidebitur
in	in
gloria	gloria
sua	sua
Respexit	Respexit
in	in
or̃onem	orationem
humilium	humilium
:	:
et	et
nõ	non
spreuit	spreuit
precem	precem
eorum	eorum
Scribantur	Scribantur
hec	hec
in	in
generatione	generatione
altera	altera
:	:
⁊	et
populus	populus

qui	qui
creabitur	creabitur
laudabit	laudabit
dñm	dominum
.	.
Quia	Quia
prospexit	prospexit
de	de
excelso	excelso
sancto	sancto
suo	suo
:	:
dominus	dominus
de	de
celo	celo
in	in
terram	terram
aspexit	aspexit
.	.
Ut	Ut
audiret	audiret
gemitus	gemitus
compeditorum	compeditorum
:	:
ut	ut

solueret	solueret
filios	filios
interemptorum	interemptorum
.	.
Ut	Ut
annuncient	annuncient
in	in
syon	syon
nomen	nomen
domini	domini
:	:
⁊	et
laudem	laudem
eius	eius
in	in
ihrl̃m	ierusalem
.	.
In	In
conueniendo	conueniendo
populos	populos
in	in
vnum	vnum
⁊	et
reges	reges
ut	ut

seruiant	seruiant
domino	domino
.	.
Respondit	Respondit
ei	ei
in	in
uia	uia
uirtutis	uirtutis
sue	sue
paucitatem	paucitatem
dierũ	dierum
meorum	meorum
nuntia	nuntia
michi	michi
Ne	Ne
reuoces	reuoces
me	me
in	in
dimidio	dimidio
dierum	dierum
meoꝝ	meorum
in	in
generatiõe	generatione
⁊	et
generationem	generationem

anni	anni
tui	tui
.	.
Initio	Initio
tu	tu
doͤ	domine
terram	terram
fundasti	fundasti
	
⁊	et
opera	opera
manuum	manuum
tuaꝝ	tuarum
sunt	sunt
celi	celi
Ipsi	Ipsi
peribunt	peribunt
tu	tu
autem	autem
permanes	permanes
:	:
⁊	et
omnes	omnes
sicut	sicut
uestimentum	uestimentum

ueterascent	ueterascent
Et	Et
sicut	sicut
opertorium	opertorium
mutabis	mutabis
eos	eos
⁊	et
mutabuntur	mutabuntur
:	:
tu	tu
autem	autem
idem	idem
ip̃e	ipse
es	es
et	et
anni	anni
tui	tui
non	non
deficient	deficient
Filii	Filii
seruorum	seruorum
tuorum	tuorum
habitabunt	habitabunt
⁊	et
semen	semen

eorum	eorum
in	in
seculum	seculum
dirigetur	dirigetur
Gloria	Gloria
psalmus	psalmus
domine	domine
exaudi	exaudi
orationem	orationem
meam	meam
et	et
clamor	clamor
meus	meus
ad	ad
te	te
veniat	veniat
non	non
avertas	avertas
faciem	faciem
tuam	tuam
a	a
me	me
in	in
quacumque	quacumque
die	die

tribulor	tribulor
inclina	inclina
ad	ad
me	me
aurem	aurem
tuam	tuam
in	in
quacumque	quacumque
die	die
invocavero	invocavero
te	te
	
velociter	velociter
exaudi	exaudi
me	me
quia	quia
defecerunt	defecerunt
sicut	sicut
fumus	fumus
dies	dies
mei	mei
	
et	et
ossa	ossa
mea	mea

sicut	sicut
cremium	cremium
arruerunt	arruerunt
percussus	percussus
sum	sum
ut	ut
fenum	fenum
et	et
aruit	aruit
cor	cor
meum	meum
	
quia	quia
oblitus	oblitus
sum	sum
comedere	comedere
panem	panem
meum	meum
a	a
voce	voce
gemitus	gemitus
mei	mei
adhaesit	adhaesit
os	os
meum	meum

carni	carni
mee	mee
similis	similis
factus	factus
sum	sum
pellicano	pellicano
solitudinis	solitudinis
	
factus	factus
sum	sum
sicut	sicut
nycticorax	nycticorax
in	in
domicilio	domicilio
vigilavi	vigilavi
et	et
factus	factus
sum	sum
sicut	sicut
passer	passer
	
solitarius	solitarius
in	in
tecto	tecto
tota	tota

die	die
exprobrabant	exprobrabant
mihi	mihi
inimici	inimici
mei	mei
	
et	et
qui	qui
laudabant	laudabant
me	me
adversum	adversum
me	me
jurabant	jurabant
quia	quia
cinerem	cinerem
tanquam	tanquam
panem	panem
manducabam	manducabam
	
et	et
potum	potum
meum	meum
cum	cum
fletu	fletu
miscebam	miscebam

a	a
facie	facie
ire	ire
et	et
indignationis	indignationis
tue	tue
	
quia	quia
elevans	elevans
allisisti	allisisti
me	me
dies	dies
mei	mei
sicut	sicut
umbra	umbra
declinaverunt	declinaverunt
	
et	et
ego	ego
sicut	sicut
fenum	fenum
arui	arui
tu	tu
autem	autem
domine	domine

in	in
eternum	eternum
permanes	permanes
et	et
memoriale	memoriale
tuum	tuum
in	in
generationem	generationem
et	et
generationem	generationem
tu	tu
exurgens	exurgens
domine	domine
misereberis	misereberis
sion	sion
	
quia	quia
tempus	tempus
miserendi	miserendi
ejus	ejus
quia	quia
venit	venit
tempus	tempus
quoniam	quoniam
placuerunt	placuerunt

servis	servis
suis	suis
	
lapides	lapides
ejus	ejus
et	et
terre	terre
ejus	ejus
miserebuntur	miserebuntur
et	et
timebunt	timebunt
gentes	gentes
nomen	nomen
tuum	tuum
domine	domine
	
et	et
omnes	omnes
reges	reges
terre	terre
gloriam	gloriam
tuam	tuam
quia	quia
edificavit	edificavit
dominus	dominus

sion	sion
	
et	et
videbitur	videbitur
in	in
gloria	gloria
sua	sua
respexit	respexit
in	in
orationem	orationem
humilium	humilium
	
et	et
non	non
sprevit	sprevit
precem	precem
eorum	eorum
scribantur	scribantur
hec	hec
in	in
generatione	generatione
altera	altera
	
et	et
populus	populus

qui	qui
creabitur	creabitur
laudabit	laudabit
dominum	dominum
quia	quia
prospexit	prospexit
de	de
excelso	excelso
sancto	sancto
suo	suo
	
dominus	dominus
de	de
celo	celo
in	in
terram	terram
aspexit	aspexit
ut	ut
audiret	audiret
gemitus	gemitus
compeditorum	compeditorum
	
ut	ut
solveret	solveret
filios	filios

interemptorum	interemptorum
ut	ut
annuntient	annuntient
in	in
sion	sion
nomen	nomen
domini	domini
	
et	et
laudem	laudem
ejus	ejus
in	in
jerusalem	jerusalem
in	in
